82	6	9	expectation:	6	CPU used:	2.3864009999999993	cache size:9381
83	6	9	expectation:	6	CPU used:	1.7321969999999993	cache size:8277
84	6	9	expectation:	6	CPU used:	1.8251750000000015	cache size:8524
85	6	9	expectation:	6	CPU used:	2.536541000000007	cache size:10176
86	6	10	expectation:	6	CPU used:	6.486577999999994	cache size:23500
87	6	10	expectation:	6	CPU used:	6.644002999999998	cache size:24165
88	6	10	expectation:	6	CPU used:	6.843518000000017	cache size:24610
89	6	10	expectation:	6	CPU used:	5.9821270000000055	cache size:23323
90	6	10	expectation:	6	CPU used:	6.017764999999997	cache size:23602
91	6	10	expectation:	6	CPU used:	7.003235000000004	cache size:24968
92	6	10	expectation:	6	CPU used:	6.609470000000002	cache size:24860
93	6	10	expectation:	6	CPU used:	5.529065000000003	cache size:22868
94	6	10	expectation:	6	CPU used:	7.0019379999999956	cache size:25384
95	6	10	expectation:	6	CPU used:	7.282344999999978	cache size:25816
96	6	10	expectation:	6	CPU used:	6.351455999999985	cache size:24172
97	6	10	expectation:	6	CPU used:	7.754785999999996	cache size:26549
98	6	10	expectation:	6	CPU used:	6.88922500000001	cache size:25519
99	6	10	expectation:	6	CPU used:	5.500128000000018	cache size:22291
100	6	11	expectation:	6	CPU used:	20.723908999999992	cache size:64445
101	6	11	expectation:	6	CPU used:	22.015491999999966	cache size:66544
102	6	11	expectation:	6	CPU used:	19.277964999999995	cache size:63138
103	6	11	expectation:	6	CPU used:	19.812619000000012	cache size:62345
104	6	11	expectation:	6	CPU used:	21.911336000000006	cache size:67452
105	6	11	expectation:	6	CPU used:	17.417336000000034	cache size:61384
106	6	11	expectation:	6	CPU used:	21.75653299999999	cache size:67411
107	6	11	expectation:	6	CPU used:	23.572524999999985	cache size:69736
108	6	11	expectation:	6	CPU used:	22.475922999999966	cache size:69286
109	6	12	expectation:	6	CPU used:	66.68513899999999	cache size:170955
110	6	12	expectation:	6	CPU used:	61.098405000000014	cache size:166430
111	6	12	expectation:	6	CPU used:	67.86904000000004	cache size:177896
112	6	12	expectation:	6	CPU used:	62.04241999999999	cache size:165723
113	6	12	expectation:	6	CPU used:	72.30641700000001	cache size:183780
114	6	13	expectation:	6	CPU used:	198.60607000000005	cache size:438827
115	6	13	expectation:	6	CPU used:	209.11885200000006	cache size:453884
116	6	14	expectation:	6	CPU used:	632.1017180000001	cache size:1121197
117	6	15	expectation:	6	CPU used:	3580.5852560000008	cache size:2775480
