DelormeInstances_50_0.input.gz	1	6	3	0.028266417051431292	0.0011029999999999929	1	{ 9-30 27-45 32-43 }
DelormeInstances_50_1.input.gz	1	2	1	0.15914638299003103	0.0007650000000000157	1	{ 16-39 }
DelormeInstances_50_2.input.gz	1	7	6	0.6461393220220222	0.0010249999999999981	1	{ 11-13 11-29 11-30 22-30 30-39 30-40 }
DelormeInstances_50_3.input.gz	1	7	4	0.26907163368804166	0.0017239999999999756	1	{ 6-35 9-30 12-30 22-25 }
DelormeInstances_50_4.input.gz	1	17	16	0.9593108872422981	0.01654300000000003	1	{ 0-1 0-21 1-2 2-8 2-15 2-18 2-22 2-30 2-35 2-40 2-42 3-17 8-31 22-30 22-32 32-47 }
DelormeInstances_50_5.input.gz	1	14	10	0.35075645065011113	0.012122999999999995	1	{ 3-27 5-21 5-27 10-14 10-37 10-38 11-21 11-35 22-39 34-44 }
DelormeInstances_50_6.input.gz	1	2	1	0.029982453617304117	0.0008069999999999744	1	{ 20-36 }
DelormeInstances_50_7.input.gz	1	13	11	0.74132386818786	0.002626000000000017	1	{ 1-5 1-14 1-21 1-32 1-38 1-45 2-38 4-21 6-36 12-14 14-41 }
DelormeInstances_50_8.input.gz	1	11	6	0.25750521307011687	0.009728000000000014	1	{ 5-32 5-36 12-17 20-37 21-31 41-43 }
DelormeInstances_50_9.input.gz	1	7	4	0.2604709219570256	0.0017679999999999918	1	{ 2-13 4-25 25-28 27-36 }
DelormeInstances_50_10.input.gz	1	17	12	0.7445905808349556	0.023441000000000017	1	{ 0-9 0-44 2-3 2-45 5-28 5-30 8-33 22-25 25-33 28-36 29-30 41-46 }
DelormeInstances_50_11.input.gz	1	5	3	0.5567646039830929	0.0014939999999999953	1	{ 5-9 13-23 23-42 }
DelormeInstances_50_12.input.gz	1	5	4	0.634494027318814	0.0008829999999999949	1	{ 3-36 3-43 11-36 36-39 }
DelormeInstances_50_13.input.gz	1	5	3	0.36260338266618236	0.0010709999999999886	1	{ 11-32 20-33 32-42 }
DelormeInstances_50_14.input.gz	1	4	3	0.647713110217484	0.0007910000000000139	1	{ 0-33 6-33 33-34 }
DelormeInstances_50_15.input.gz	1	19	17	0.976873662160667	0.017655999999999977	1	{ 6-12 6-38 10-11 10-40 14-30 15-40 16-31 16-33 16-38 20-40 22-40 24-26 26-36 30-39 30-40 31-40 40-44 }
DelormeInstances_50_16.input.gz	1	7	5	0.14511483940677805	0.0015429999999999888	1	{ 0-11 1-20 9-11 11-28 20-45 }
DelormeInstances_50_17.input.gz	1	6	4	0.1962827211398885	0.0012129999999999919	1	{ 4-5 12-17 12-20 17-22 }
DelormeInstances_50_18.input.gz	1	4	2	0.04966888088396848	0.0008879999999999999	1	{ 2-42 9-35 }
DelormeInstances_50_19.input.gz	1	8	4	0.960933209129824	0.002132999999999996	1	{ 2-33 11-14 18-19 28-34 }
DelormeInstances_50_20.input.gz	1	8	5	0.2774017198759333	0.0013060000000000016	1	{ 7-35 14-39 17-35 19-29 19-32 }
DelormeInstances_50_21.input.gz	1	7	5	0.039012802018274284	0.0012500000000000011	1	{ 0-33 0-37 0-44 24-29 36-44 }
DelormeInstances_50_22.input.gz	1	8	5	0.9916076487015022	0.001802999999999999	1	{ 2-42 14-22 15-29 19-22 29-38 }
DelormeInstances_50_23.input.gz	1	10	5	1.4765561329443275	0.004794999999999994	1	{ 1-29 2-3 15-35 24-38 32-39 }
DelormeInstances_50_24.input.gz	1	12	8	1.488389157605691	0.010473999999999983	1	{ 5-27 16-25 16-29 18-37 23-26 23-29 28-29 34-35 }
DelormeInstances_50_25.input.gz	1	5	3	0.09809706635979974	0.0009709999999999996	1	{ 8-24 24-31 27-37 }
DelormeInstances_50_26.input.gz	1	12	10	0.7956698166653543	0.006282999999999983	1	{ 0-11 8-11 11-37 13-23 13-25 14-38 19-23 19-30 23-37 30-40 }
DelormeInstances_50_27.input.gz	1	6	4	0.910887455899919	0.0012010000000000076	1	{ 12-29 17-22 21-28 22-29 }
DelormeInstances_50_28.input.gz	1	12	12	0.7523600483077286	0.0025580000000000047	1	{ 4-27 4-40 13-27 15-33 21-27 27-33 27-34 27-36 27-38 27-39 34-39 37-40 }
DelormeInstances_50_29.input.gz	1	10	7	0.6636789572509574	0.0023450000000000137	1	{ 3-19 5-19 9-19 11-12 12-19 16-36 25-37 }
DelormeInstances_50_0.input.gz	2	6	3	0.028266417051431292	0.0011370000000000269	1	{ 9-30 27-45 32-43 }
DelormeInstances_50_1.input.gz	2	2	1	0.15914638299003103	0.0008370000000000044	1	{ 16-39 }
DelormeInstances_50_2.input.gz	2	7	6	0.9384543945896375	0.0025340000000000085	4	{ 11-13 11-29 11-30 22-30 30-39 30-40 }
DelormeInstances_50_3.input.gz	2	7	4	0.27768806595685663	0.0025509999999999977	2	{ 6-35 9-30 12-30 22-25 }
DelormeInstances_50_4.input.gz	2	17	16	1.1132400437767946	0.059541999999999984	16	{ 0-1 0-21 1-2 2-8 2-15 2-18 2-22 2-30 2-35 2-40 2-42 3-17 8-31 22-30 22-32 32-47 }
DelormeInstances_50_5.input.gz	2	14	10	0.4088612759727893	0.037331	8	{ 3-27 5-21 5-27 10-14 10-37 10-38 11-21 11-35 22-39 34-44 }
DelormeInstances_50_6.input.gz	2	2	1	0.029982453617304117	0.0007939999999999892	1	{ 20-36 }
DelormeInstances_50_7.input.gz	2	13	11	1.0659277442449109	0.015300999999999981	6	{ 1-5 1-14 1-21 1-32 1-38 1-45 2-38 4-21 6-36 12-14 14-41 }
DelormeInstances_50_8.input.gz	2	11	6	0.2684099797661533	0.012885000000000008	2	{ 5-32 5-36 12-17 20-37 21-31 41-43 }
DelormeInstances_50_9.input.gz	2	7	4	0.36543632513409874	0.0025399999999999867	2	{ 2-13 4-25 25-28 27-36 }
DelormeInstances_50_10.input.gz	2	17	12	1.061979263646319	0.11960499999999999	24	{ 0-9 0-44 2-3 2-45 5-28 5-30 8-33 22-25 25-33 28-36 29-30 41-46 }
DelormeInstances_50_11.input.gz	2	5	3	0.6543137462299933	0.0018519999999999925	2	{ 5-9 13-23 23-42 }
